player_id,stats_perform_id,first_name,last_name,display_name,teamshort,pos,jersey_no,nationality_primary,height_cm,weight_kg,birth_date,birth_place,height_ft,weight_lb
6b085bb0-e794-11ee-ac66-3dc03ac31f1e,1584934.0,Pablo,de Diego Maffrand,Pablo de,bth,Free Safety,22,Spanish,184.0,85.0,1998-09-22,,"6'0""",187
ba34f340-e7a0-11ee-a37e-e31ca7533842,1584982.0,Ignacio,Diz Bravo,Ignacio Diz,fir,Linebacker,,Spanish,185.0,97.0,2004-05-20,,"6'0""",214
030e7cd0-ec1a-11ee-b548-ab68632a850a,1583795.0,Lukas,Kalkhofer,Lukas Kalkhofer,vik,Cornerback,16,AUSTRIAN,183.0,80.0,2002-10-13,,"6'0""",176
cbd6e3e0-ec2f-11ee-9fd0-03183dc08200,1583876.0,Niclas,Kranz,Niclas Kranz,bth,Tight End,81,German,202.0,115.0,1997-10-09,Berlin,"6'7""",254
ee79dc60-ed59-11ee-a056-a1911c1a448f,,Aaron,David Pérez,Aaron David,fir,Wide Receiver,,Spanish,188.0,90.0,2002-07-20,,"6'2""",198
5c46d6c0-f7e2-11ee-9509-f58d5d722fd0,1583831.0,Peter,Daigeler,Peter Daigeler,bth,Free Safety,14,German,,83.0,2004-06-05,"Merzig, Germany",,183
69986b80-fcde-11ee-841f-bff23366aefa,1583350.0,Bryan,Winter,Bryan Winter,rhf,Wide Receiver,19,German,182.0,85.0,2005-04-17,Köln,"5'11""",187
adeb7510-00b3-11ef-a95b-21076f0b43f8,1583627.0,Hubert,Frej,Hubert Frej,wpa,Tight End,80,Polish,189.0,99.0,2004-04-30,"Rypin, Poland","6'2""",218
5a37cef0-033d-11ef-a224-4554a3c91152,,Peter,Lundström,Peter Lundström,par,Free Safety,24,Finnish,184.0,87.0,2001-05-12,Finland,"6'0""",192
a499df30-0a25-11ef-920b-2105a03c1fd2,1583498.0,Oliver Noah,Obolela Vargas,Oliver Obolela,alp,,,SPANISH,189.0,94.0,2001-08-21,,"6'2""",207
421ffe50-0a27-11ef-a033-e5eef7c089da,1583556.0,Oliver,Ďurč,Oliver Ďurč,vik,Offensive Tackle,65,SLOVAK,185.0,143.0,1995-05-25,,"6'0""",315
59c277a0-0b2f-11ef-b6db-41b46cfb09dd,1248038.0,Marko,Vidačković,Marko Vidačković,wpa,Free Safety,7,Polish,186.0,89.0,2002-04-20,"Waiblingen, Germany","6'1""",196
516aaf60-0bbf-11ef-91a5-6b90b90bf7cd,1583597.0,Patryk,Guk,Patryk Guk,wpa,Linebacker,34,Polish,182.0,107.0,1997-01-14,"Dzierżoniów, Poland","5'11""",236
0495ef80-0ded-11ef-bff0-2b36507480ac,1584101.0,Nazir,Streater,Nazir Streater,rhf,Strong Safety,5,American,178.0,91.0,1999-02-25,"Burlington, United States","5'10""",201
3b3c3dc0-0dff-11ef-9c7a-5f5c661e7045,1584975.0,Jorge,Hernandez Jimenez,Jorge Hernandez,wpa,Linebacker,45,Spanish,186.0,100.0,1995-09-09,"Tenerife, Spain","6'1""",220
a61d7f10-11d2-11ef-ba14-5bbec3717f1d,,Mahsum,Kedik,Mahsum Kedik,rhf,Fullback,41,German,180.0,123.0,1995-11-09,Siegburg,"5'10""",271
cbb6ce80-11db-11ef-a715-7fff4eb2b83b,1460776.0,Lukas,Majer,Lukas Majer,wpa,Offensive Tackle,65,German,193.0,126.0,2003-10-17,"Cologne, Germany","6'3""",278
081e56f0-12a3-11ef-91d8-71c5a27ea34f,1586679.0,Pierre-Yves,Majo,Pierre-Yves Majo,vik,Defensive Tackle,97,SWISS,195.0,108.0,2001-02-05,,"6'4""",238
de93cdd0-1412-11ef-bb62-d355db2c6c47,1305034.0,Kevin,Kaya,Kevin Kaya,alp,Wide Receiver,,FRENCH,191.0,85.0,1995-01-14,,"6'3""",187
3b3a79d0-27fa-11ef-880b-49b76020997f,,Ezra Francis,Forbes Trudo ,Ezra Forbes,fir,,,PANAMAIAN,,,2000-08-31,,,
d55378b0-2d6c-11ef-bea7-2d37bc61ef4b,1583351.0,Paul,Breuer,Paul Breuer,rhf,Running Back,20,German,177.0,92.0,2005-02-08,"Köln, Germany","5'9""",203
847f0200-3a9c-11ef-b15a-e107de4f9867,1471576.0,Sarrow,Drammeh,Sarrow Drammeh,alp,,,GERMAN,185.0,88.0,2003-07-19,,"6'0""",194
234ddc80-3d09-11ef-b038-5b51e4672962,1583825.0,Simon,Hakes,Simon Hakes,bth,Defensive End,9,German,191.0,116.0,1997-06-17,,"6'3""",256
59e595e0-3d49-11ef-ab22-d97099723935,1584301.0,Steven,Hintermann,Steven Hintermann,alp,,,SWISS,198.0,159.0,1998-12-22,,"6'5""",351
5d0493b0-3d4a-11ef-a65f-bf9801680b06,976929.0,Matthew,McKay,Matthew McKay,fir,,,AMERICAN,193.0,98.0,1999-10-21,,"6'3""",216
a07b9da0-3f89-11ef-b0d8-b32108ec1f3a,1584063.0,Jan,Wiesauer,Jan Wiesauer,vik,Running Back,20,AUSTRIAN,176.0,83.0,1999-09-25,,"5'9""",183
f74a5c00-42c9-11ef-8109-379aeb9821de,1590952.0,Wojciech,Simka,Wojciech Simka,wpa,Cornerback,9,Polish,187.0,83.0,2002-08-04,"Tychy, Poland","6'1""",183
b8d081f0-434d-11ef-a9dc-4f7842be3ccc,,Diego,Lliteras Ferraz,Diego Lliteras,wpa,Quarterback,13,Spanish,192.0,85.0,2002-02-13,"Palma de Mallorca, Spain","6'3""",187
ca298870-4357-11ef-9f05-bf023cc16087,,Liam,Ward,Liam Ward,alp,,,FRENCH,,,1996-07-06,,,
c902cfd0-4364-11ef-b093-9be881165811,1584060.0,Paul,Kriener,Paul Kriener,vik,Outside Linebacker,29,AUSTRIAN,184.0,92.0,2003-01-06,,"6'0""",203
98cc54a0-48d0-11ef-9674-53da1f77b731,1583851.0,Fabian,Schmid,Fabian Schmid,vik,Defensive End,92,AUSTRIAN,189.0,100.0,2002-12-09,,"6'2""",220
eb9bf770-dfd5-11ef-be29-a56f8a901fe3,1583626.0,Jakub,Rybicki,Jakub Rybicki,wpa,Offensive Guard,74,Polish,197.0,145.0,2004-08-10,Szczecin,"6'5""",320
7ad5b8a0-f088-11ef-ab85-658e1f1e2fb0,1504824.0,Amani,Dennis,Amani Dennis,vik,Cornerback,9,AMERICAN,180.0,80.0,1997-05-09,,"5'10""",176
d3af8a50-f088-11ef-b24d-0158f47d6d04,1583772.0,Nico,Hrouda,Nico Hrouda,vik,Quarterback,12,AUSTRIAN,178.0,84.0,2002-10-24,,"5'10""",185
12c024b0-f08a-11ef-b94a-a3eb49c4a869,1583852.0,Max,Grünsteidl,Max Grünsteidl,vik,Defensive End,93,AUSTRIAN,186.0,94.0,2004-04-23,,"6'1""",207
0b4fe340-f08b-11ef-bb13-f95a8836ac77,1583819.0,Elias,Allmer,Elias Allmer,vik,Cornerback,35,AUSTRIAN,178.0,80.0,2004-07-22,,"5'10""",176
ed584480-f08b-11ef-94fc-45d5463ad405,1585082.0,Manuel,Radfux,Manuel Radfux,vik,Defensive Tackle,90,AUSTRIAN,183.0,110.0,1991-08-26,,"6'0""",243
77002d50-f08d-11ef-8c76-d1bfd0f9cabb,1583771.0,Nils,Keimel,Nils Keimel,vik,Wide Receiver,10,AUSTRIAN,188.0,95.0,2005-05-12,,"6'2""",209
d422d8a0-f2c4-11ef-a181-6f4d6f639084,1518357.0,Jamie,Riedel,Jamie Riedel,wpa,Defensive Tackle,99,German,188.0,135.0,2005-05-14,"Hamburg, Germany","6'2""",298
fe83cda0-f50f-11ef-ac71-e14f27ec54d2,1463733.0,Ott Eric,Ottender,Ott Ottender,wpa,Wide Receiver,11,Estonian,180.0,85.0,2001-04-23,"Tartu, Estonia","5'10""",187
f4bfff40-f510-11ef-93ec-01b1a9c739d5,1584296.0,Fabio,Häfliger,Fabio Häfliger,alp,,,SWISS,185.0,100.0,2000-04-16,,"6'0""",220
66d8fb40-f511-11ef-ace0-6303eab25cb0,,Otávio,Amorim,Otávio Amorim,alp,,,BRAZILIAN,194.0,160.0,1996-10-10,,"6'4""",353
762624c0-f5e2-11ef-9940-83e826ba834c,1584279.0,Alan,Orsetti,Alan Orsetti,alp,,,ITALIAN,175.0,77.0,1999-02-10,,"5'8""",170
0f0f7fb0-f5e3-11ef-b60f-59dac477ebda,1584284.0,DeMarco,Artis,DeMarco Artis,alp,Defensive Line,33,AMERICAN,190.5,109.0,1999-02-24,USA,"6'3""",240
a02f9930-f5e3-11ef-b013-3326765f60d8,1584275.0,Adrian,Saliu,Adrian Saliu,alp,,,SWISS,180.0,108.0,2004-10-23,,"5'10""",238
4482a080-fb58-11ef-a7ca-6118df0f365d,1584959.0,Brendan,Oswin,Brendan Oswin,vik,Offensive Tackle,75,AUSTRALIAN,190.0,125.0,1998-04-02,,"6'2""",276
ac3e1e70-fff4-11ef-a4b6-1b0c0a65d7c9,1584292.0,Sampo,Leppänen,Sampo Leppänen,alp,,,FINNISH,188.0,145.0,2004-08-24,,"6'2""",320
c621ba80-0333-11f0-a9a3-97feec647502,1583815.0,Pietro,Migliori,Pietro Migliori,fir,,,ITALIAN,181.0,87.0,2001-08-20,,"5'11""",192
09c65160-0334-11f0-b590-d35a215507b9,1583846.0,Shadrach,Arthur,Shadrach Arthur,bth,Offensive Guard,74,Italian,194.0,137.0,2000-12-05,"Udine, Italy","6'4""",302
cb3ba8d0-0e07-11f0-94be-cdcecf3a5529,1584736.0,Adeyinka Amos,Laoye,Adeyinka Laoye,wpa,Offensive Guard,67,Belgian,195.0,154.0,1996-10-09,"Ota, Nigeria","6'4""",340
654758d0-144c-11f0-a09b-01dbddbc3a9c,1229069.0,Tobias,Braun,Tobias Braun,rhf,Offensive Tackle,72,German,203.0,140.0,2000-03-03,"Freiburg im Breisgau, Germany","6'7""",309
3ffc18e0-1631-11f0-af66-7df36aec843e,1585869.0,Benedikt Alpha,Ehren,Benedikt Ehren,bth,Wide Receiver,10,German,187.0,80.0,2003-01-24,Ledig,"6'1""",176
0f17a8b0-1632-11f0-84cf-998242c4b72e,1585881.0,Bastian,Gersöne,Bastian Gersöne,bth,Linebacker,42,German,180.0,85.0,1994-12-02,Berlin,"5'10""",187
0b470b60-1a95-11f0-98c2-0f7564e50896,1586184.0,Miche,Vandekerkhof,Miche Vandekerkhof,rhf,Defensive Tackle,91,Belgian,194.0,122.0,1999-05-20,"Brussels, Belgium","6'4""",269
86ebc040-1b0c-11f0-b38c-b531c5ae0a0c,1585993.0,Tom,Wolf,Tom Wolf,rhf,Quarterback,12,German,180.0,99.0,2003-09-11,"Dieburg, Germany","5'10""",218
4ebf73a0-1b0d-11f0-b955-d17c4beb9258,1585992.0,Elias,Jassey,Elias Jassey,rhf,Cornerback,21,German,189.0,84.0,2003-03-07,Duesseldorf,"6'2""",185
5bd58f60-1b0e-11f0-872f-1385460e6bc0,1585990.0,Dereck,Onyia,Dereck Onyia,rhf,Cornerback,24,German,188.0,86.0,2003-12-17,"Düsseldorf, Germany","6'2""",190
cc2256e0-1b0e-11f0-ad7a-b73d1a960a5c,1585989.0,Marius,Rieks,Marius Rieks,rhf,Cornerback,25,German,188.0,95.0,1999-07-09,"Düsseldorf, Germany","6'2""",209
05753740-1b10-11f0-8bc7-73d19da86c9b,1585985.0,Bennet,Dümmer,Bennet Dümmer,rhf,Outside Linebacker,45,German,190.0,110.0,2004-07-15,Gronau,"6'2""",243
c444c2c0-1b11-11f0-9f63-edf327c8ffdf,1585980.0,Lukas,Jakobi,Lukas Jakobi,rhf,Center,76,German,190.0,140.0,2004-05-11,Duisburg,"6'2""",309
d584e3b0-1b13-11f0-896b-832608d1f7ba,1585975.0,Moritz Till,Gotzmann,Moritz Gotzmann,rhf,Tight End,86,German,191.0,109.0,1998-04-06,"Bielefeld, Germany","6'3""",240
e4e097c0-1b16-11f0-8233-ebcafdd44f88,1585968.0,Fry Stewar,Mosquera Sinisterra,Fry Mosquera,rhf,Outside Linebacker,92,Colombian,194.0,111.0,1998-03-19,"Buenaventura, Colombia","6'4""",245
51f9dc00-266f-11f0-b6b7-c781b2e37b01,1585941.0,Philipp,Klar,Philipp Klar,vik,Kicker,37,AUSTRIAN,182.0,82.0,1992-04-15,,"5'11""",181
367897c0-275d-11f0-80e4-050de34b547a,1585995.0,Jonathan,Scott,Jonathan Scott,rhf,Halfback,11,Panamanian,181.0,97.0,1997-07-30,"Panamá, Panama","5'11""",214
4d2b7080-2c00-11f0-a78b-4fc4bc38347f,1585247.0,Toni Marius,Hild,Toni Hild,rhf,Wide Receiver,82,German,184.0,77.0,1999-06-13,"Gelsenkirchen, Germany","6'0""",170
fbddd310-2c06-11f0-a403-5bfd550e0da0,1586695.0,Marcel,Łach,Marcel Łach,wpa,Strong Safety,24,POLISH,186.0,84.0,2004-03-16,,"6'1""",185
bc315780-2f1e-11f0-b987-e5ba604cdb0a,1400679.0,Thomas,Le Boucher,Thomas Le Boucher,alp,,,FRENCH,195.0,142.0,2001-02-19,,"6'4""",313
9a20e1e0-3b64-11f0-b6dd-f5286535461e,1588254.0,Michael,Harley Jr,Michael Harley Jr,wpa,Wide Receiver,5,American,178.0,82.0,1997-12-13,"Fort Lauderdale, USA","5'10""",181
5bc6ff00-4aa6-11f0-a57f-ed52fc38048b,1590798.0,Tymur,Lytvynov,Tymur Lytvynov,wpa,Defensive Tackle,98,UKRAINIAN,198.0,140.0,1996-01-22,,"6'5""",309
83a37c10-505f-11f0-ab93-0f7361f8237a,1591456.0,Haytham,Abdelli,Haytham Abdelli,alp,,,SWISS,,,2003-07-12,,,
13272ca0-526e-11f0-8506-6fd70bb9b75e,1593027.0,Ahmed,Charfi,Ahmed Charfi,alp,,,SWISS,,,2003-12-20,,,
2b63cc40-55a9-11f0-9506-b723ea2c2c5a,1593075.0,Jan,Wolski,Jan Wolski,wpa,Offensive Guard,75,Polish,185.0,135.0,2005-04-10,"Szubin, Poland","6'0""",298
8f078ce0-5604-11f0-bc55-7b51e0729b60,1593074.0,Lukas,Wiesbrock,Lukas Wiesbrock,rhf,Inside Linebacker,32,German,187.0,106.0,1999-01-18,Paderborn,"6'1""",234
6efad350-5af3-11f0-ae86-af53f6421ab1,1593949.0,Armand,Soulerot,Armand Soulerot,par,Running Back,8,French,184.0,98.0,2003-04-25,Versailles,"6'0""",216
07afa8c0-5b4c-11f0-9e29-4f9c2ac17910,1593889.0,Niklas,Adio,Niklas Adio,bth,Defensive Tackle,91,German,183.0,110.0,1999-05-09,"Essen, DE","6'0""",243
0cce7290-5b6b-11f0-9b93-9b481910274c,1319524.0,Jameson,Wang,Jameson Wang,wpa,Quarterback,8,American,185.0,93.0,2001-07-30,"California, USA","6'0""",205
67868640-5bd0-11f0-821f-cba966be7a02,1593897.0,Kerem,Dönmez,Kerem Dönmez,wpa,Offensive Tackle,66,Turkish,195.0,130.0,2003-05-20,"Istanbul, Turkey","6'4""",287
5c059730-5bd4-11f0-912f-ed087b43e52c,1593954.0,Bartosz,Woch,Bartosz Woch,wpa,Running Back,21,Polish,184.0,102.0,1995-09-21,"Wolsztyn, Poland","6'0""",225
d61d51a0-5bd6-11f0-91a2-715e92a0c68d,1593893.0,Igor,Beker,Igor Beker,wpa,Offensive Tackle,57,Polish,200.0,124.0,2001-07-05,"Świdnica, Poland","6'6""",273
88730bf0-5bd8-11f0-a6bb-f9841652d501,1593911.0,Alex,Okrasa,Alex Okrasa,wpa,Defensive End,41,POLISH,185.0,95.0,2006-11-08,,"6'0""",209
366150a0-5bde-11f0-a1bb-53f7b5a23669,1593951.0,Filip,Suwada,Filip Suwada,wpa,Cornerback,23,Polish,180.0,87.0,2003-03-04,"Kraków, Poland","5'10""",192
5411b290-5bf0-11f0-ae17-b301feb51d20,1593917.0,Mikołaj,Pastucha,Mikołaj Pastucha,wpa,Defensive Tackle,39,POLISH,187.0,111.0,2001-08-15,,"6'1""",245
437774d0-3fd9-11ef-a92c-e5032ec21251,1585883.0,Thomas,Bertrand,Thomas Bertrand,par,Offensive Tackle,55,FRENCH,196.0,110.0,2000-11-24,,"6'5""",243
3e498e60-5de4-11f0-93fe-cf15f083a4f0,1458601.0,Tidiane,Jalloh,Tidiane Jalloh,par,Outside Linebacker,10,FRENCH,,,2002-05-04,France,,
2db9dd90-6157-11f0-bdbf-91f0f18cd723,1595495.0,Eliott,Bahamonde,Eliott Bahamonde,alp,,,SWISS,,,2004-04-06,,,
32c8d040-6173-11f0-8b20-f38f8bb7bb07,1595505.0,Tyrone,Brown,Tyrone Brown,bth,Center,55,Dutch,,,2000-10-18,Pemerend Netherlands,,
f0b36a70-7a14-11f0-8d13-1d01d0a9e0b7,,Eduard,Mattheiss,Eduard Mattheiss,alp,,,SWISS,,,0200-05-24,,,
8fa3b5f3-b84c-43bf-89fc-2bd1de89e98e,,Bernhard,Seikovits,Bernhard Seikovits,vik,Tight End,7,Austrian,196.0,119.0,1997-07-24,Wien,"6'5""",262
68bd370a-42fb-47f2-a894-6c826c5b4e46,,Moritz,Jadin,Moritz Jadin,vik,Running Back,28,Austria,,,,,,
a7d2d8dd-bc2c-4b45-9e37-a63983079178,,Lars,Leutgeweger,Lars Leutgeweger,vik,Offensive Guard,66,,,,,,,
4a05a47c-f102-4c74-afeb-08adc8b2d0ba,,Nick,Holub,Nick Holub,vik,Offensive Guard,79,,,,,,,
539890b5-0f66-4630-9aa7-d7f4c8f96cf8,,Fabian,Eder,Fabian Eder,vik,Wide Receiver,11,,,,,,,
6114ea12-7ada-4381-9d23-756585c74ace,,Kenzo,Mandl,Kenzo Mandl,vik,Wide Receiver,81,,,,,,,
3f064231-b456-4ac8-9bcb-9493e9408288,,Sean Rae,Trotter,Sean Rae Trotter,vik,Defensive Line,17,,,,,,,
5ac7ded2-9b24-4d92-b225-36a87d4d9b86,,Malek,Jaradat,Malek Jaradat,vik,Defensive Line,99,,,,,,,
436940df-765c-4714-9ac2-76c1def5f2fb,,Dominik,Jost,Dominik Jost,vik,Linebacker,30,,,,,,,
1dc525e9-dd6c-49bc-8cfd-01172e5f12c3,,Raffael,Weninger,Raffael Weninger,vik,Safety,32,,,,,,,
beb617b8-2772-4bb1-a3cf-149ad164ba68,,Sanka Jean Charles Moukouri,Moukouri,Sanka Jean Charles Moukouri Moukouri,par,Running Back,21,French,,208.0,1994-06-15,Douala,,459
3e6af56a-cc50-4bff-a95a-c80093d7bf82,,Evan,Hillock,Evan Hillock,par,Quarterback,4,Canadian,191.0,96.0,2001-01-29,Canada,"6'3""",212
e856f7ab-27ec-4081-bbd9-1c24c89d7dee,,Tristen,Wallace,Tristen Wallace,par,Wide Receiver,1,United States,191.0,104.0,1998-12-04,Texas,"6'3""",229
894df30b-c5c3-407f-a0f9-cade83980142,,James “JJ” Joseph Bailey,Hopp,JJ Hopp,par,Wide Receiver,#0,United States,183.0,93.0,1996-05-29,New Jersey USA,"6'0""",205
3fcd13cd-2ae0-47b8-a39b-dad163db244c,,Hugo,De La Cruz,Hugo De La Cruz,par,Defensive End,54,France,190.0,,2003-03-03,Madrid,"6'2""",
04cedd3b-b64f-461a-87d2-cff205849c2d,,Deshon,Hall Junior,Deshon Hall Junior,wpa,Defensive End,93,American,188.0,115.0,1993-11-13,"Louisiana, USA","6'2""",254
93f8fd87-1806-4f34-9462-4ed99d1e5b55,,Torey,Richardson,Torey Richardson,wpa,Cornerback,14,American,185.0,84.0,2000-01-02,"Houston, USA","6'0""",185
011bd70e-63fb-4423-a669-6866cf996542,,Dylan,St. Pierre,Dylan St. Pierre,wpa,Tight End,88,Canada,191.0,107.0,1998-05-07,"Ottawa, Canada","6'3""",236
77e5aea0-15f1-439c-9969-6e6eaa2b3fe6,,Laurits,Vinther,Laurits Vinther,wpa,Offensive Guard,52,Danish,188.0,137.0,2003-05-05,"Hillerød, Denmark","6'2""",302
98dcde86-0fd6-481a-a0d7-1ffa086696cb,,Hugo,Schwartz,Hugo Schwartz,par,Wide Receiver,13,France,178.0,,2001-05-31,France,"5'10""",
dd0c3227-45ac-48a3-875f-f5eae297ea2a,,LARS LENNARD,BARDENHAGEN,LARS LENNARD BARDENHAGEN,par,Linebacker,49,,186.0,100.0,1999-11-18,,"6'1""",220
d507e4df-f772-4a28-8064-1ea76c66437d,,Enzo Joshua,Plumain,Enzo Joshua Plumain,par,Wide Receiver,12,French,177.0,76.0,2000-12-20,Paris,"5'9""",168
a447b38b-5c0d-424f-a365-789c276daf43,,Simon Eyimofe Toluwalase,Olaifa,Simon Eyimofe Toluwalase Olaifa,fir,Running Back,,England,,,2006-12-20,Portsmouth,,
4db7c3d6-98f5-4f66-8803-bd7d4c16f9f9,,Jakeen Eugene,Harris,Jakeen Eugene Harris,fir,Strong Safety,,United States,,,2000-10-02,Georgia U.S.A.,,
13c6f232-f2a4-4813-9ee3-ec113a85d281,,Trajon Michael Anthony,Cotton,Trajon Michael Anthony Cotton,fir,Cornerback,,United States,,,1999-05-11,California U.S.A.,,
32b7a8f1-c68f-4928-9c4d-1ff5008e1391,,Abraham,Chacon Orta,Abraham Chacon Orta,fir,Offensive Tackle,,Mexican,,,1999-06-01,"Azcapotzalco, Distrito Federal",,
b2466f4e-510f-4bf9-b509-42372321694b,,Claudio Simone,Caruso,Claudio Simone Caruso,fir,Wide Receiver,,Italy,,,1991-08-15,Catania,,
b7a05b7a-39c9-417d-896b-11eec30676b4,,Devin Leandre,Carter,Devin Leandre Carter,fir,Wide Receiver,,United States,,,2000-04-10,"Virginia, U.S.A.",,
abd8090a-a84d-4063-b186-992c7baec836,,Jordi Térence,Kabedi Fulu,Jordi Térence Kabedi Fulu,fir,Offensive Guard,,France,184.0,,1995-02-17,Paris,"6'0""",
6dd88195-d446-41f1-813f-6ec5f3e06c70,,Lambert Jaden,Ondua,Lambert Jaden Ondua,fir,Defensive Tackle,,England,,,2004-11-03,Goodmayes,,
4d0cc352-0be3-4cba-abd0-d30987b12738,,Peter Graham,Hart,Peter Graham Hart,fir,Offensive Guard,,,,,1998-10-17,Leytonstone,,
8dc4e271-2ada-4de4-be7b-be4a057f660e,,Samuel Aleksi,Leppànen,Samuel Aleksi Leppànen,fir,Defensive End,,Finland,,,2002-06-20,Helsinki,,
937278a9-379e-4016-86d8-d51822ab8494,,Gregorio Roberto,Giorgi,Gregorio Roberto Giorgi,fir,Wide Receiver,,Italy,,,2006-10-07,Poggibonsi (SI),,
cdf4e922-441d-484e-bd0a-84c6aee8fd00,,Yassine,Sifeddine,Yassine Sifeddine,par,Tight End,3,French,,,2002-03-12,"Le Blanc Mesnil, France",,
5b1e1301-91af-4866-93b0-185982568bb4,,Amin,Ibrahim,Amin Ibrahim,par,Wide Receiver,84,France,183.0,95.0,1997-04-26,Paris France,"6'0""",209
c2a66676-7566-4b0d-aac9-c56934c9c3f1,,David,Oliveira De Sousa,David Oliveira De Sousa,par,Linebacker,36,France,,,1990-03-17,"Paris, France",,
8a5a348b-3d0b-4ec9-8ac9-e8bdfdbf9ee5,,Lowry Jean De Joël,FELIX,"Lowry,Jean De Joël FELIX",par,Running Back,23,French,,,1997-07-29,"Carrefour, Haiti",,
68536174-9403-4540-8dab-053721539dc8,,Mahmoud,Gharsallah,Mahmoud Gharsallah,par,Wide Receiver,15,French,186.0,80.0,2003-09-24,Clichy France,"6'1""",176
16fc2fd9-59a4-4e0d-9949-c4af41d82cf0,,Jean-marc,Jeanty,Jean-marc Jeanty,par,Linebacker,56,French,175.0,90.0,1996-06-02,Montreuil France,"5'8""",198
a90a4b5e-d1c0-4787-8465-27998a98d269,,Marque,Collins,Marque Collins,par,Cornerback,2,American,,84.0,2000-12-09,"California, USA",,185
caaa872b-461d-4c96-875b-7e2c9c798892,,Cyr-Ivan,KOUANGHA Jr.,Cyr-Ivan KOUANGHA Jr.,par,,25,,,89.0,2006-10-12,Lagny Sur Marne,,196
4d3c6c14-e176-43cb-9ccc-ea25a8a6b0a2,,Warren,Mudingayi,Warren Mudingayi,par,Running Back,20,French,,89.0,2004-11-03,Nimes,,196
05d4cc2a-37f1-4827-8f50-0340f3b03bcb,,Théo,Boulesteix,Théo Boulesteix,par,Offensive Guard,63,France,,,2002-02-08,France,,
4b9b61d7-6941-4c0e-8f70-a748357bfc79,,Melvine,Pelage,Melvine Pelage,par,Wide Receiver,27,French,172.0,85.0,1998-07-30,France,"5'7""",187
73e905d8-bfac-413b-b0d3-e1f2b025f7ba,,Timon,Fellmann,Timon Fellmann,alp,Quarterback,15,Switzerland,,,2000-03-06,Switzerland,,
0690b9f7-6576-4894-9845-04dae9a5bfd7,,Joel,Kuta Diangombo,Joel Kuta Diangombo,alp,Running Back,21,Switzerland,185.0,85.0,2002-09-02,Switzerland,"6'0""",187
6fcb0328-55d1-43b5-8057-a55bd1357afe,,Jeremy,Lawson,Jeremy Lawson,alp,,,,180.0,95.0,2005-12-12,Switzerland,"5'10""",209
d4f199be-4dff-47c5-9251-e1bdbcfc67d0,,Alexander,Sardelic,Alexander Sardelic,alp,Cornerback,27,Austria,183.0,77.0,2007-09-06,Switzerland,"6'0""",170
68ee97e4-228f-443c-b3ad-531c45f0fd57,,Colin,Stadelmann,Colin Stadelmann,alp,Defensive End,52,Switzerland,187.0,100.0,2004-07-03,Switzerland,"6'1""",220
9f18e5b3-1ffd-45ab-97f4-39543e8b42fd,,MAROUANE,DARDOUR,MAROUANE DARDOUR,par,Quarterback,19,France,175.0,,2021-06-05,Nevers,"5'8""",
57ce79ab-780d-44e9-8344-5990dc960768,,Timothe,Labarriere,Timothe Labarriere,par,,,,,,,,,
6535510d-91fa-47f5-975e-54c0fce9d0f5,,Kenji,Bahar,Kenji Bahar,rhf,Quarterback,1,American,192.0,93.0,1997-09-21,"Baltimore, Maryland","6'3""",205
0468c5ec-d2a5-473e-8d92-0a58f9ac4d55,,Joshua Immanuel,Scott Restrepo,Joshua Scott,rhf,Wide Receiver,2,,,,2003-05-05,"Colombia, Panama",,
9e736b55-b97a-4b0c-a64d-71d28f358373,,Mailo Sean,Schätzler,Mailo Sean Schätzler,rhf,Wide Receiver,9,Germany,185.0,85.0,2002-10-23,"Düsseldorf, Germany","6'0""",187
17f682bd-6afe-4de1-8205-06ef5a18fe66,,Jannik,Lörcks,Jannik Lörcks,rhf,Wide Receiver,13,German,184.0,84.0,2000-12-13,"Aachen, Germany","6'0""",185
11b29d51-495b-4c70-81a6-3c04362602da,,Tristan,Dominiak,Tristan Dominiak,rhf,Quarterback,17,German,190.0,96.0,2002-07-31,"Dorsten, Germany","6'2""",212
820494f7-4ddf-4b66-a6fd-6115c8718045,,Leon,Friebel,Leon Friebel,rhf,Wide Receiver,18,German,189.0,89.0,2001-01-24,"Aalen, Germany","6'2""",196
449f396e-245e-48d5-ac77-7702ca0f1ca9,,Marvellous,Imade,Marvellous Imade,rhf,Running Back,22,Nigerian,175.0,87.0,2004-03-06,Cesena,"5'8""",192
c048b4e0-e332-4209-8f06-c9c176a2562c,,Kaylon,Geiger,Kaylon Geiger,rhf,Wide Receiver,6,American,175.0,82.0,1997-11-01,"Fort Worth, United States","5'8""",181
e7b0b44e-ef2a-47fb-a744-07d3f02a01e9,,Justin,Howell,Justin Howell,rhf,Cornerback,27,Canadian,182.0,90.0,1993-12-04,"Toronto, Canada","5'11""",198
a47b1f6a-4119-4e25-9dd0-bd3241bf135d,,Christian,Matthew,Christian Matthew,rhf,Cornerback,0,American,,,1996-10-26,"Miami, United States",,
d992288e-0ac5-4eb7-86a4-4f54104c40cd,,Eugene,Asiedu,Eugene Asiedu,rhf,Offensive Guard,71,German,194.0,135.0,1999-03-07,"Castrop-Rauxel, Germany","6'4""",298
f770b1a5-23b0-49bd-a80a-947717413fcc,,Samuel,Owusu,Samuel Owusu,rhf,Offensive Guard,75,German,194.0,131.0,2002-02-01,"Grimma, Germany","6'4""",289
